grammar_lesson_id,level_introduced,lesson_kind,title_en,target_form_zh,summary_en,watch_out_en,display_group_en,display_group_basis,register,review_status,basis_source_id,content_origin,notes
glesson_d7cad090d9554245a5dbed09caa87826,1,inventory_member,Cardinal numbers and 两,一、二/两、三、四、五、六、七、八、九、零、十、百、半、千,"Express exact whole numbers, zero, and one half, and choose 二 or 两 in the appropriate counting context.",Use 两 rather than 二 before most classifiers: 两本书. Use 二 in counting and fixed number sequences such as 二十.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_92993e435fd2485884e66731507a89a7,1,inventory_member,Dedicated nominal classifiers,本、个、家、口、块、件、只、元,"Express counted books, general items, establishments, family members, pieces, clothes, animals, and yuan with the expected classifier.",A numeral normally cannot attach directly to a noun; place the appropriate classifier between them.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_ffcb8ee873944afc831b07219d8b60c4,1,inventory_member,Cups as a borrowed classifier,杯,Express portions served in cups or glasses by using 杯 between a number and a drink.,杯 can name a cup and can also classify its contents; in 一杯茶 it counts the serving.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_366fff0d896542d0921adc449244e8df,1,inventory_member,"Units for dates, age, clock time, and duration",日、号、岁、点、分、年、天,"Express calendar dates, age, clock time, years, days, and minutes with the syllabus time-measure words.","日 and 号 can name a calendar date; 点 marks an hour on the clock, while 分 marks minutes.",Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_16cda7aefaaf49eebd4327366d43cb10,1,inventory_member,Basic degree adverbs,非常、很、太、真、有（一）点儿,"Express ordinary, strong, excessive, genuine, or mildly unfavorable degrees of a quality.","有一点儿 often presents a degree as less than ideal, while 一点儿 can also be a quantity expression.",Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_4352b1a2159746fd89c742e39cd0668f,1,function,Including the whole set with 都,都1,Express that a statement applies to every member of an already identified plural set.,The plural or coordinated set normally comes before 都; 都 then stands before the predicate.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_ba7347a31d784cbca5182e1d566478fe,1,function,Actions in progress with 在 and 正在,在、正在,"Express that an action is underway now, with 正在 giving the ongoing moment extra focus.",This adverbial 在 comes directly before an action; locative 在 instead introduces a place.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_25b211801b454d9ba2a99a519ff3d998,1,function,Doing something again with 再,再1,Express a repeated or additional action expected from the present point onward.,"At this level, 再 normally points to a repeat that has not happened yet in the current context.",Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_7fb2f8481a4c4d02942993747c989fcc,1,function,Adding information with 还 and 也,还1、也,"Express that another action, item, or participant is added to information already given.",This HSK 1 还 means 'also/in addition'; do not confuse it with later temporal or comparative uses.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_8045fc9617b844d1bea15d13eeab2498,1,function,"Negating habits, events, and commands",不、没（有）、不要,"Express a general or intended negative with 不, deny a realized event or possession with 没（有）, and prohibit an action with 不要.",Do not use 不 to negate a completed event with 了; use 没 and normally omit 了.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_774188c53155422ea5f9f9d9176814f4,1,function,Introducing a time or place with 在,在 + Time/Place,Express when or where an event happens by placing a time or place phrase after 在.,Prepositional 在 introduces a setting before the main predicate; progressive 在 instead stands directly before an action and means it is underway.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_74aaea9ca06346b8b9c1126fb6e0915e,1,function,Introducing companions and targets with 和 and 对,和1、对,Express who accompanies an action with 和 and who an action or attitude is directed toward with 对.,This 和1 heads a companion phrase before the action; 和2 joins equal words or phrases.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_0e77d991e9a346519efa66a6c5882497,1,function,Joining equal words and phrases with 和,和2,Express a simple combination by joining two equal words or phrases with 和.,Conjunction 和 joins parallel constituents; it does not normally link two full event clauses in the beginner pattern.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_a74fcd39ad2c4fb59a14ed3cf69e5f45,1,function,Linking a modifier to a noun with 的,Modifier + 的1 + Noun,Express possession or describe which kind of person or thing you mean by linking a modifier to a noun with 的.,的 belongs between the modifier and its head noun; it is not a general word for 'of' that can be placed independently.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_1a09481348024cffac4caba31e71ccb6,1,function,Bounded events with verb-final 了,Verb + 了1 (+ Object),Express that a bounded event has been realized or viewed as complete by placing 了 after its verb.,"了1 marks event viewpoint, not past tense in general. Past time can be expressed without 了, and 了 can occur outside past-time contexts.",Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_5a0310b4cf854089997508807c121c78,1,function,Basic sentence-final particles,吧1、了2、吗、呢1、呢2、呢3,"Express a softened suggestion, a new situation, a yes-no question, an information question, a follow-up question, or an ongoing situation with a sentence-final particle.","These particles are not interchangeable: 吗 asks a neutral yes-no question, while 呢 does not turn an ordinary statement into that question type.",Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_b94351c5fad2413b9981abea6bd8ba95,1,function,Getting attention with 喂,喂,"Express an attention-getting call, especially when beginning a phone exchange.",喂 calls for attention; use 你好 for the greeting itself when appropriate.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_8a50ad5ec1cf47199bad98e7b15fbbfb,1,category,Coordinate phrases,联合短语：A + B,"Express two parallel people, things, or actions as one coordinated phrase.",The coordinated parts should have equal status and a compatible grammatical role.,Phrases,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_2168b15d20824e47b75dfa55e28dbf3b,1,category,Modifier-head phrases,偏正短语：Modifier + Head,Express a more specific person or thing by placing descriptive or identifying material before its head word.,Mandarin modifiers precede the head they describe; do not copy English noun-modifier order.,Phrases,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_1fc581dad530442fa886235a4e4f7d9d,1,category,Verb-object phrases,动宾短语：Verb + Object,Express an action together with the person or thing directly involved in it.,The object follows the verb in the neutral basic order.,Phrases,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_4d919eed7b9347febdef9633d1781586,1,category,Subject-predicate phrases,主谓短语：Subject + Predicate,"Express a small proposition in which a subject is described by its own predicate, including when that proposition sits inside a larger sentence.",A subject-predicate phrase contains its own subject and predicate but does not always stand alone as the whole sentence.,Phrases,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_550e903fb0ab4a659570c5c0220af87d,1,construction,Numeral-measure phrases,数量短语：Numeral + Measure word,Express a measured quantity by combining a number with its classifier or measurement unit.,Choose the classifier that matches the following noun even when the noun is omitted from the short quantity phrase.,Phrases,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_627f84e67bba43b397e2c78ba24d0683,1,construction,Preposition-object phrases,介宾短语：Preposition + Object,"Express a setting, companion, or target as a phrase headed by a preposition.",The object belongs directly after its preposition; move the complete phrase together when it modifies an action.,Phrases,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_9a5f822d74fe4c839e358a1bc3acfd9b,1,construction,Location phrases,方位短语：Reference + Location noun,Express a location relative to a known place or object by adding a location noun after it.,"The reference comes first and the relative location follows: 桌子上, 房间里.",Phrases,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_29e6003d76324040b5569af989f757da,1,category,Nouns and pronouns as subjects,名词作主语；代词作主语；名词性短语作主语,"Express who or what a sentence is about by placing a noun, pronoun, or nominal phrase in subject position.","Subject is a grammatical role, not a fixed word class; a complete nominal phrase can fill it as one unit.",Sentence components,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_4eb138b94d8f4d2995ed9c5d082a8f28,1,category,Nominal and quantity predicates,名词作谓语；代词作谓语；数词作谓语；数量短语作谓语,"Express identity-like calendar, age, or quantity information with a noun-like or quantity expression directly as the predicate.",Direct nominal predicates are restricted to familiar patterns such as dates and age; use 是 for ordinary class membership or identification.,Sentence components,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_a7ca54ff385649f5a6c3f1bfa66f4cba,1,category,Verbal and adjectival predicates,动词或动词性短语作谓语；形容词或形容词性短语作谓语,Express what a subject does with a verbal predicate or what it is like with an adjectival predicate.,A Mandarin adjective can be the predicate without 是; a degree adverb such as 很 is often natural before it.,Sentence components,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_537d191c1b5c4bb596cb5b0152173131,1,category,Nouns and pronouns as objects,名词作宾语；代词作宾语；名词性短语作宾语,"Express the participant or thing selected by a verb using a noun, pronoun, or complete nominal phrase as its object.",The object normally follows its verb in basic word order and may contain its own modifiers.,Sentence components,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_27ecd777a2564adaafe8770a1d6b61ba,1,category,"Nominal, descriptive, and quantity attributives",名词性词语作定语；形容词性短语作定语；数量短语作定语,"Express whose item, what kind of item, or how many items by placing an attributive before the head noun.","Attributives precede the noun; use 的 for possession and many descriptions, but a numeral-measure phrase normally attaches without 的.",Sentence components,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_fc44a931c80d4e79b32a28b5c7e4c29c,1,category,"Adverbs, qualities, time, and place as adverbials",副词作状语；形容词作状语；时间词语作状语；处所词语作状语,"Express degree, manner-like quality, time, or place as information that frames or modifies a predicate.",Time and place adverbials normally precede the main action; degree adverbs stand immediately before what they modify.,Sentence components,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_59f6ebf93bea45fc8fd173609a6b93f7,1,construction,Short verbal quantity with 一下,Verb + Verbal-measure complement (一下),Express one brief or light performance of an action by adding the verbal-measure complement 一下.,"一下 follows the verb it measures; it often makes a request sound lighter, but it still contributes a short-action meaning.",Sentence components,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_d3d1433d431346659fad3a64d2d182b4,1,category,Verb-predicate sentences,主语 + 动词/动词性短语,"Express what a subject does, experiences, or has with a verb or verbal phrase as the main predicate.",The predicate can include an object or other material; identify the main verb that anchors it.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_65cef66ccadb4bda94ba9c6ba8ee5533,1,category,Adjective-predicate sentences,主语 + 形容词/形容词性短语,Express a subject's quality or condition directly with an adjective or adjectival phrase as predicate.,"Do not insert 是 before a basic adjective predicate. Use 她很高兴, not 她是很高兴 for the neutral HSK 1 statement.",Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_605ba97eb84f4d5980bf26497ddab505,1,category,Noun-predicate sentences,主语 + 名词/数量表达,"Express dates, weekdays, age, or similar conventional information with a noun-like expression directly as predicate.",This direct pattern is conventional and limited; ordinary identity or class membership normally uses 是.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_30e3fcafb95040e2a6f3deee108b10e8,1,category,Sentences without an explicit subject,非主谓句,Express a complete situational message without stating a separate subject when context makes one unnecessary.,Do not invent a hidden noun for analysis when the sentence conventionally presents the situation as a whole.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_516cbfcecf1e41348048f4929d6e3627,1,category,Declarative sentences,陈述句,"Express information, description, or judgment as a statement rather than a question or command.",Declarative describes the sentence's communicative function; it does not require one particular predicate type.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_09d85cc1ba6e4814b12be153e06f304c,1,construction,Yes-no questions with 吗,Statement + 吗？,Express a neutral question whose answer can confirm or deny the whole proposition.,Keep statement word order and add 吗; do not also add an affirmative-negative form such as 是不是.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_c64087e117dd44169bd7781d5af92a73,1,construction,Specific-information questions,Question word in the missing-information position,"Express a question that asks for a specific person, thing, place, quantity, or manner.",Do not move the question word to sentence-initial position unless that is also where the answer belongs.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_9cce8dd18eab4193b8fd140c593e243a,1,construction,Affirmative-negative questions,A-not-A / Verb-not-Verb,Express a direct choice between an affirmative and negative version of the same predicate.,Do not add 吗 after an affirmative-negative predicate; the repeated contrast already marks the question.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_53b9d25d39a241d0a380f9f6971ed5b3,1,category,Imperative sentences,祈使句,"Express a request, instruction, invitation, or prohibition directed at the listener.","Pragmatic force matters: 请 makes a request polite, while a bare command can sound direct and 不要 prohibits.",Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_9529a9ee5dd346bcb03610816cefc5c7,1,category,Exclamatory sentences,感叹句,"Express a strong immediate reaction such as admiration, surprise, pleasure, or discomfort.","An exclamation adds expressive force; punctuation alone does not explain its grammar, so attend to markers such as 太...了 and 真.",Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_7e7ea63f64d44d4882dfecb1f9a1b809,1,function,Equivalence and class membership with 是,Subject + 是 + Noun phrase,Express that one referent is identified with another description or belongs to a named class.,Use 是 between noun-like expressions; do not use it as the neutral linker before an adjective predicate.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_cd34aec214fe4a9cabbf2f3af75c073c,1,function,Possession with 有,Possessor + 有 + Possessed item,"Express that a person, group, or other possessor has something.","Negate possession with 没有, not 不有.",Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_a969cfb59bc94ffe9e4cfe7d987bed9c,1,construction,Identifying what occupies a place with 是,Place expression + 是 + Noun,Identify what occupies a known location by putting the location before 是 and the entity after it.,Use this location-first 是 pattern to identify what is there; use place + 有 to introduce an indefinite quantity there.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_2591dabcc1884f9abb97f4a2f22ff0b6,1,construction,Presenting what exists at a place with 有,Place + 有 + Numeral-measure phrase + Noun,"Express that a counted person, animal, or thing exists at a location by putting the place first.",The location is not the possessor here; the sentence presents what exists there.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_da3d25b747b946389f9953cd5238b2f2,1,construction,Serial actions leading to a purpose,Subject + Verb phrase 1 + Verb phrase 2 (purpose),Express an earlier movement or action followed by the action that gives it its purpose.,"The two verb phrases share one subject, and the later action explains why the earlier one is performed.",Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_63b7cbccafa74b23bbd5aa16e6d062da,1,construction,Serial actions expressing manner,Subject + Verb phrase 1 (manner) + Verb phrase 2,Express how a later action is carried out by placing the manner action before it.,The first verb phrase supplies the manner or means of the second; it is not a separate unrelated event.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_48a062355f864c48b758a0b01ef35199,1,construction,Double-object sentences,Subject + Verb + Indirect object + Direct object,Express a transfer in which one verb relates both a recipient and a transferred thing.,"The recipient normally comes before the transferred item: 给我一本书, not 给一本书我.",Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_2d8af7f2d3cf4844a8b8092c733e4ae6,1,category,Clause relationships without a connector,"Clause 1, Clause 2 (no linking word)",Express a simple relationship between two clauses through order and context without an overt conjunction.,The relationship must be clear from meaning and order; omitting a connector does not make unrelated clauses coherent.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_db21663d6ac94570a7bf0deebcd4c748,1,construction,Parallel facts with 也,"Clause 1, Subject + 也 + Predicate",Express that a second participant or situation shares the fact stated in the first clause.,Place 也 after the second clause's subject and before its predicate.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_2232c0c8bc1142afa9218cd5d1ed8c8b,1,construction,Adding another fact with 还,"Clause 1, Subject + 还 + Predicate",Express an additional action or fact after an initial one by introducing it with additive 还.,This 还1 means 'also/in addition'; it does not express the later temporal or comparative senses indexed elsewhere in the syllabus.,Sentence types,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_1c532271cd2640b49271c5a329873b24,1,function,Completed-event aspect,Verb + 了1 (+ Object),Express a bounded event as realized or complete by using perfective 了 immediately after its verb.,Perfective 了 gives an event a bounded viewpoint; it is not a general past-tense ending.,Aspects of actions,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_e905b001675443aca8517dd361e94872,1,function,Change-of-state aspect,New situation + 了2,Express that a new state now holds or that the current situation has changed by placing 了 at sentence end.,Sentence-final 了2 scopes over the new situation; do not explain it as a past-tense marker or merge it with verb-final perfective 了1.,Aspects of actions,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_36fbed7cb60f418fb1fcde9d82fc8d3c,1,construction,Progressive aspect with 在 or 正在,Subject + 在/正在 + Verb,"Express that an action is in progress, using 在 for the basic ongoing reading or 正在 for stronger focus on the current moment.",Do not confuse progressive 在 before a verb with prepositional 在 before a place.,Aspects of actions,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_f5920fa0a3c042a48c647c76dd37c313,1,construction,Framing an ongoing action with 在/正在 and 呢,Subject + 在/正在 + Verb + 呢,Express an action as visibly or contextually underway by combining a preverbal progressive marker with final 呢.,"在 or 正在 marks the action before the verb, while 呢 closes the clause and highlights the ongoing situation.",Aspects of actions,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_21bd039e25d64151956190fa42876f2f,1,construction,Ongoing situations with final 呢,Subject + Verb phrase + 呢,Express that an understood activity is underway by ending the action clause with 呢 even without 在 or 正在.,Context must support an ongoing reading; final 呢 does not make every predicate progressive.,Aspects of actions,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_7152d114a79049a4993f58b6c7847994,1,expression_system,Expressing prices and money amounts,Numeral + 元/块,Express a price or money amount in standard 元 or everyday 块.,元 is the standard unit name; 块 is common in everyday speech for the same unit in prices.,Special expressions,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_945b84d2096b4309acee40e0e2adbc2b,1,morphology,Ordinal numbers with 第,第 + Numeral,"Express first, second, third, and other positions in an ordered series by prefixing 第 to a cardinal number.",第 changes a number into an order label; a classifier still follows when the ordinal modifies a counted noun.,Special expressions,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_558b9ebc01934fa89f4eecfe76570426,1,expression_system,"Years, months, dates, and weekdays",数词 + 年；数词 + 月；数词 + 日/号；星期 + 数词/日/天,"Express calendar years, months, dates, and days of the week in standard Mandarin order.","Calendar order runs from larger unit to smaller unit: year, month, then day. 星期日 and 星期天 both mean Sunday.",Special expressions,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_8e74d0cdc0324dcaa7ace1d175619c98,1,expression_system,Clock-time expressions,数词 + 点；数词 + 点 + 半；数词 + 点 + 数词 + 分,"Express an hour, half hour, or hour-and-minute clock time with 点, 半, and 分.",点 marks the hour on the clock; 小时 measures duration and cannot replace 点 in a clock reading.,Special expressions,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_b8e097ea884c4549b8f6422ad2a796a0,2,morphology,Location words ending in 面,—面,"Form common location words for the inside, outside, front, back, upper side, or lower side of a reference point.","面 forms one word with the direction before it: 里面 and 前面, not a separate measure word here.",Morphemes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_8b0a999cf2e14b5ca047ac7de31d2997,2,inventory_member,Left and right as locations,左、右,Locate something on the left or right of a reference point.,"When another object is the reference point, 左边 or 右边 normally follows it: 学校左边.",Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_a91ecbb9ff784ac392a137fb2dbd5cdf,2,construction,"Short, light actions through verb reduplication",AA、A一A、A了A、ABAB,"Present an action as brief, light, tentative, or worth trying.",Reduplication softens or limits an action; it does not simply mean that an action happened twice.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_9e1e81c523f44c8cbc6c147e92033433,2,function,Possibility with 可能,可能,Say that an event or situation is possible rather than certain.,可能 expresses likelihood; it does not mean learned ability like 会.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_9154adcdd1eb445d81f9f1b9e0f52031,2,inventory_member,Separable verb-object words,帮忙、游泳、跳舞、跑步,Use common verb-object words and recognize when grammar can separate their verbal and nominal parts.,These are not freely followed by another direct object; quantity or aspect material may appear between their two parts.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_5e7829e104354662a78adeb2b1d2dff9,2,function,Asking for a reason with 为什么,为什么,Ask what reason explains an action or situation.,为什么 stays in the position where the reason is being requested; it normally comes before the predicate.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_80527658633340f598660551f1dd2e41,2,function,Referring back with 自己,自己,Refer back to a person already established in the clause or emphasize that someone acts personally.,The intended person must be clear from the clause or context; 自己 does not identify a new person by itself.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_125dc9b62eb74fe4bbc800701647cd66,2,function,"Demonstrative manner, degree, and distribution",那么、那样、这么、这样、每,"Point to a manner or degree near or away from the speaker, and distribute a statement across every member of a set.",每 normally needs a classifier before a countable noun and commonly pairs with 都 in the predicate.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_cd8068aa406c4cf9973d0172420ae334,2,construction,Vivid descriptions through adjective reduplication,AA、AABB,"Give a description a vivid, intensified, or affectionate quality by repeating an adjective.",A reduplicated adjective normally does not take another degree adverb such as 很 or 非常.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_44413e91370f40a69c2f6302b2076397,2,inventory_member,Large and non-exact quantities,万、好多、多,State ten-thousands and describe a large or inexact quantity.,"In 十多分钟, 多 follows the number and means 'more than'; 好多 directly means 'a lot of.'",Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_48ee165d96084cee99e07d3fc899fa39,2,inventory_member,"Dedicated classifiers 条, 位, 间, and 名",条、位、间、名,"Count long or flexible objects, people politely, rooms, and people in formal counts with the appropriate classifier.",位 is respectful and 名 is neutral or formal; neither is the ordinary general classifier 个.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_7120c20f6c874ce5b1af39be029dfd59,2,inventory_member,Counting packages with 包,包,Count a packaged amount by borrowing the noun 包 as a classifier.,Here 包 counts one package of something; it does not mean the object 书包 or the action 'to wrap.',Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_2ada6849a2bc4a1f9e2abad367cf7408,2,function,Counting occurrences with 次,次,Count how many times an action occurs or has been experienced.,"次 counts occurrences of an action, not the objects involved in that action.",Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_1f5b7591c8de4534a071d4e868fa3f63,2,function,"Degree with 多, 好, and 最",多、好、最,"Express an exclamatory degree with 多 or 好, and identify the highest degree in a comparison set with 最.",Degree 多 in 多漂亮啊 is not the quantity word 'many'; 最 requires an understood comparison set.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_c9eb971d6b9c48a191b9422e545b52e3,2,function,Doing something together with 一起,一起,Say that two or more participants carry out the same action together.,"一起 normally comes before the shared action, not after its object.",Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_32b7676dc1714d9390f46157a5251722,2,function,"Time adverbs for continuation, timing, and imminence",还2、已经、有时、有时候、快、快要、正,"Locate an event as still continuing, already realized, occasional, imminent, or in progress right now.","还2 means 'still' here, not the additive 'also'; 快 and 快要 need final 了 when they present an imminent change.",Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_8b5643c69b5541b087e6806ecef94f7e,2,inventory_member,Habitual frequency with 常 and 经常,常、经常,Say that an action happens often or habitually.,"常 and 经常 describe repeated frequency, not an action happening at this exact moment.",Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
glesson_6eec0008af9b4d6fbc582149b6303e6e,2,function,Negative commands with 别,别,Tell someone not to do an action in a direct but ordinary spoken command.,别 comes before the action being prohibited; do not combine it with another 不 before that verb.,Word classes,official_category,neutral,approved,hsk26-zh+hsk26-en,project_authored,
