vocab_id,syllabus_form,hanzi,pinyin,part_of_speech_zh,active_exact_sentence_count,active_exact_card_count,approved_active_context_count,legacy_unreviewed_active_context_count,other_active_context_count,deficit_to_2,deficit_to_3,surplus_above_3,at_least_one,at_least_two,at_least_three,active_open_issue_count,active_open_issue_ids,active_sentence_ids,active_card_ids
hsk26-v00516,报纸,报纸,bàozhǐ,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0100|hsk3_sent_aug_seed_152,hsk3_sent_aug_dense_0100|hsk3_sent_aug_seed_152
hsk26-v00517,北,北,běi,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0005|hsk3_sent_aug_dense_0007|hsk3_sent_aug_seed_153,hsk3_sent_aug_dense_0005|hsk3_sent_aug_dense_0007|hsk3_sent_aug_seed_153
hsk26-v00518,北方,北方,běifāng,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0008|hsk3_sent_aug_dense_0135|hsk3_sent_aug_seed_154,hsk3_sent_aug_dense_0008|hsk3_sent_aug_dense_0135|hsk3_sent_aug_seed_154
hsk26-v00519,被,被,bèi,介,4,4,3,1,0,0,0,1,True,True,True,0,,hsk3_sent_en_zh_030|sent_2fbfa20c1f6548199c1be242d71a6807|sent_8580b267ee1a49a3b14e5c189457b5c9|sent_dc42070b565a4d5f882d9bddcb4c2451,hsk3_sent_en_zh_030|scard_4f133d0f06f6413b9fc31ed2c37af64b|scard_d5bca248195a4f2c884c493c6538c3df|scard_d65786d447694079a0c151c1e92d75dc
hsk26-v00520,笔记,笔记,bǐjì,名,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_157|sent_bf0fae8b572e43d68876f7e39b7908f2,hsk3_sent_aug_seed_157|scard_015412b1b537475792f1ab0010aa0a30
hsk26-v00521,比较,比较,bǐjiào,动、介、副,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_171|sent_0f70d040d82040359d8d99925425f9ee,hsk3_sent_aug_seed_171|scard_2535dcbb053c44f0bf6cd86ae7f88bda
hsk26-v00522,笔记本,笔记本,bǐjìběn,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_157|hsk3_sent_zh_en_023,hsk3_sent_aug_seed_157|hsk3_sent_zh_en_023
hsk26-v00523,比如,比如,bǐrú,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0011|hsk3_sent_aug_dense_0136,hsk3_sent_aug_dense_0011|hsk3_sent_aug_dense_0136
hsk26-v00524,比赛,比赛,bǐsài,动、名,5,5,4,1,0,0,0,2,True,True,True,0,,hsk3_sent_aug_seed_324|sent_22ecd0f0afd24f1bacd083dcfd648b3d|sent_b39c612f732d4a74b19fc2cf34b51d68|sent_cd046cf8d9484813b677e9af5db5c098|sent_df05e7d315944cb19e62f775e8888d56,hsk3_sent_aug_seed_324|scard_3ae2ee9544b144ca9e1ba33791629314|scard_3bae6a52ebe24d378046b6905e48846d|scard_853f680734264da4abeb949018d8cbcd|scard_dc5f3897b2654e14b7365b44e464198b
hsk26-v00525,必须,必须,bìxū,副,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0006|sent_eafe2ca40a264091be88b0322e3f53f8,hsk3_sent_aug_dense_0006|scard_9326cee524e647c0b0b663b965f17f06
hsk26-v00526,变,变,biàn,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0075|hsk3_sent_aug_seed_161,hsk3_sent_aug_dense_0075|hsk3_sent_aug_seed_161
hsk26-v00527,遍,遍,biàn,量,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0140|sent_3b28113a81f643b9bbd7afc2376055de,hsk3_sent_aug_dense_0140|scard_c22b838c284a43e6ad382aacd8b278d5
hsk26-v00528,变成,变成,biànchéng,动,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0036|hsk3_sent_aug_dense_0136|hsk3_sent_aug_seed_161,hsk3_sent_aug_dense_0036|hsk3_sent_aug_dense_0136|hsk3_sent_aug_seed_161
hsk26-v00529,变化,变化,biànhuà,动、名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_218|hsk3_sent_en_zh_052,hsk3_sent_aug_seed_218|hsk3_sent_en_zh_052
hsk26-v00530,表演,表演,biǎoyǎn,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0011|hsk3_sent_aug_seed_163,hsk3_sent_aug_dense_0011|hsk3_sent_aug_seed_163
hsk26-v00531,别的,别的,biéde,代,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0011|hsk3_sent_aug_dense_0137|sent_7fa01d81dcb940a4ad0a8ffffcf66638,hsk3_sent_aug_dense_0011|hsk3_sent_aug_dense_0137|scard_35599d9ef85044d889c8e587ddf414e1
hsk26-v00532,别人,别人,biérén,代,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0011|hsk3_sent_aug_dense_0137|sent_134f632bd3174c9e9adb7e51856b78ed,hsk3_sent_aug_dense_0011|hsk3_sent_aug_dense_0137|scard_fba53b50eb9a4f68b1ca7b0ba17eb310
hsk26-v00533,宾馆,宾馆,bīnguǎn,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0138|hsk3_sent_zh_en_041,hsk3_sent_aug_dense_0138|hsk3_sent_zh_en_041
hsk26-v00534,冰,冰,bīng,名、（动）,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0113|hsk3_sent_aug_seed_165,hsk3_sent_aug_dense_0113|hsk3_sent_aug_seed_165
hsk26-v00535,冰激凌,冰激凌,bīngjīlíng,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0138|hsk3_sent_aug_seed_165,hsk3_sent_aug_dense_0138|hsk3_sent_aug_seed_165
hsk26-v00536,冰箱,冰箱,bīngxiāng,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_165|hsk3_sent_en_zh_048,hsk3_sent_aug_seed_165|hsk3_sent_en_zh_048
hsk26-v00537,病人,病人,bìngrén,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_seed_144|hsk3_sent_aug_seed_185|hsk3_sent_zh_qa_056,hsk3_sent_aug_seed_144|hsk3_sent_aug_seed_185|hsk3_sent_zh_qa_056
hsk26-v00538,不但,不但,búdàn,连,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_seed_166|hsk3_sent_en_zh_006|sent_c6db7da00adf462ea4f34df74104a4fb,hsk3_sent_aug_seed_166|hsk3_sent_en_zh_006|scard_fb4744f7461248eab03b0102270b7f9e
hsk26-v00539,不见,不见,bújiàn,动,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0050|hsk3_sent_aug_dense_0113|hsk3_sent_aug_seed_167,hsk3_sent_aug_dense_0050|hsk3_sent_aug_dense_0113|hsk3_sent_aug_seed_167
hsk26-v00540,不用,不用,búyòng,副,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_seed_167|hsk3_sent_aug_seed_193|sent_2fe475ec637c4006aa459680d43fe017,hsk3_sent_aug_seed_167|hsk3_sent_aug_seed_193|scard_1e6a5344a67646dfb26ac003a2dcb33b
hsk26-v00541,不同,不同,bùtóng,,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0180|hsk3_sent_aug_seed_207,hsk3_sent_aug_dense_0180|hsk3_sent_aug_seed_207
hsk26-v00542,不久,不久,bùjiǔ,形,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0039|hsk3_sent_aug_dense_0139,hsk3_sent_aug_dense_0039|hsk3_sent_aug_dense_0139
hsk26-v00543,不行,不行,bùxíng,动、形,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0039|hsk3_sent_aug_dense_0139,hsk3_sent_aug_dense_0039|hsk3_sent_aug_dense_0139
hsk26-v00544,才1,才,cái,副,3,3,2,1,0,0,0,0,True,True,True,0,,hsk3_sent_zh_en_060|sent_02efb9b5bd0d436da241d13d92289310|sent_9557be83986445878e4b2d4542d7f738,hsk3_sent_zh_en_060|scard_1de58aaad069443b9847bb41bc1479b7|scard_85e4385ff95c4cd4af61854909e42654
hsk26-v00545,菜单,菜单,càidān,名,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_seed_171|hsk3_sent_zh_en_012|sent_1fb2ff240bf147fd886430f4fae9b0ba,hsk3_sent_aug_seed_171|hsk3_sent_zh_en_012|scard_617394fbaa6f4657a30a10029d797213
hsk26-v00546,参加,参加,cānjiā,动,5,5,4,1,0,0,0,2,True,True,True,0,,hsk3_sent_zh_en_031|sent_0db934c7a5a249659bd1890874e549ce|sent_b39c612f732d4a74b19fc2cf34b51d68|sent_cd046cf8d9484813b677e9af5db5c098|sent_df05e7d315944cb19e62f775e8888d56,hsk3_sent_zh_en_031|scard_3ae2ee9544b144ca9e1ba33791629314|scard_853f680734264da4abeb949018d8cbcd|scard_9930ed760a144348aa1496ff5774829c|scard_dc5f3897b2654e14b7365b44e464198b
hsk26-v00547,草,草,cǎo,名,3,3,2,1,0,0,0,0,True,True,True,0,,hsk3_sent_aug_seed_173|sent_48928127c32144ea95e92983fc5f3165|sent_836f75636165427e92bdc58f60412db8,hsk3_sent_aug_seed_173|scard_7a40f950cec44a1487f89ac059e59095|scard_b15a0b540df64a43b9efe21110deda7d
hsk26-v00548,草地,草地,cǎodì,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_173|hsk3_sent_aug_seed_298,hsk3_sent_aug_seed_173|hsk3_sent_aug_seed_298
hsk26-v00549,层,层,céng,量,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0040|hsk3_sent_aug_seed_174,hsk3_sent_aug_dense_0040|hsk3_sent_aug_seed_174
hsk26-v00550,查,查,chá,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0140|hsk3_sent_aug_seed_175,hsk3_sent_aug_dense_0140|hsk3_sent_aug_seed_175
hsk26-v00551,差,差,chà,形、动,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_176|sent_3f66b8477c0d43c3bd318e734d6150da,hsk3_sent_aug_seed_176|scard_8f6fdc428c0142e99860be68389cba6f
hsk26-v00552,差不多,差不多,chàbuduō,形、副,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0031|hsk3_sent_aug_dense_0040,hsk3_sent_aug_dense_0031|hsk3_sent_aug_dense_0040
hsk26-v00553,尝,尝,cháng,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0128|hsk3_sent_aug_seed_178,hsk3_sent_aug_dense_0128|hsk3_sent_aug_seed_178
hsk26-v00554,常,常,cháng,副,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0014|hsk3_sent_aug_dense_0025|hsk3_sent_aug_dense_0128,hsk3_sent_aug_dense_0014|hsk3_sent_aug_dense_0025|hsk3_sent_aug_dense_0128
hsk26-v00555,常见,常见,chángjiàn,,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_179|hsk3_sent_aug_seed_363,hsk3_sent_aug_seed_179|hsk3_sent_aug_seed_363
hsk26-v00556,常用,常用,chángyòng,,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0014|hsk3_sent_aug_seed_179,hsk3_sent_aug_dense_0014|hsk3_sent_aug_seed_179
hsk26-v00557,常常,常常,chángcháng,副,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_180|hsk3_sent_zh_en_030,hsk3_sent_aug_seed_180|hsk3_sent_zh_en_030
hsk26-v00558,衬衫,衬衫,chènshān,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_180|hsk3_sent_zh_en_021,hsk3_sent_aug_seed_180|hsk3_sent_zh_en_021
hsk26-v00559,成绩,成绩,chéngjì,名,3,3,2,1,0,0,0,0,True,True,True,0,,hsk3_sent_aug_seed_176|sent_02efb9b5bd0d436da241d13d92289310|sent_5f55f5eb95894ab6b25ef611cb99928e,hsk3_sent_aug_seed_176|scard_1de58aaad069443b9847bb41bc1479b7|scard_5cc583225273447ca4d1a1f5ef5f3644
hsk26-v00560,城市,城市,chéngshì,名,3,3,1,2,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0147|hsk3_sent_en_zh_035|sent_392ff297360247829691fca3b8e040f1,hsk3_sent_aug_dense_0147|hsk3_sent_en_zh_035|scard_7df1335e005a4fa09416ea3b32b3b625
hsk26-v00561,迟到,迟到,chídào,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_en_zh_008|hsk3_sent_zh_en_020,hsk3_sent_en_zh_008|hsk3_sent_zh_en_020
hsk26-v00562,出发,出发,chūfā,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_en_zh_008|hsk3_sent_zh_qa_027,hsk3_sent_en_zh_008|hsk3_sent_zh_qa_027
hsk26-v00563,出生,出生,chūshēng,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0004|hsk3_sent_aug_dense_0008,hsk3_sent_aug_dense_0004|hsk3_sent_aug_dense_0008
hsk26-v00564,出院,出院,chūyuàn,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0068|hsk3_sent_aug_seed_185,hsk3_sent_aug_dense_0068|hsk3_sent_aug_seed_185
hsk26-v00565,初中,初中,chūzhōng,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0004|hsk3_sent_aug_dense_0008,hsk3_sent_aug_dense_0004|hsk3_sent_aug_dense_0008
hsk26-v00566,除了,除了,chúle,介,4,4,3,1,0,0,0,1,True,True,True,0,,hsk3_sent_zh_en_005|sent_4d8eaba41b5d4cf9bc834b2e99619397|sent_977d10c65c834b4abb5c9b7312b2e681|sent_c20355c6fedc491eb0ae6ed75af352a0,hsk3_sent_zh_en_005|scard_51e0e5b509264730b87de3a03bb72afd|scard_664ab064edf642f2865fdd981c470a51|scard_98ed6b5edcd544219aca62060b1a3254
hsk26-v00567,船,船,chuán,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0230|hsk3_sent_zh_en_013,hsk3_sent_aug_dense_0230|hsk3_sent_zh_en_013
hsk26-v00568,春天,春天,chūntiān,名,4,4,2,2,0,0,0,1,True,True,True,0,,hsk3_sent_aug_dense_0230|hsk3_sent_aug_seed_265|sent_07e951f33c214ae897386176ff2e832e|sent_48928127c32144ea95e92983fc5f3165,hsk3_sent_aug_dense_0230|hsk3_sent_aug_seed_265|scard_1108d675c9e74df88cd64cc0070a6b80|scard_7a40f950cec44a1487f89ac059e59095
hsk26-v00569,词典,词典,cídiǎn,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0014|hsk3_sent_aug_dense_0140|hsk3_sent_aug_seed_175,hsk3_sent_aug_dense_0014|hsk3_sent_aug_dense_0140|hsk3_sent_aug_seed_175
hsk26-v00570,聪明,聪明,cōngmíng,形,3,3,2,1,0,0,0,0,True,True,True,0,,hsk3_sent_en_zh_006|sent_4911377669b842638cc5a904773faa70|sent_7d3604e5b8b844eeacd67faf4fcd27ac,hsk3_sent_en_zh_006|scard_08c225f168e745979153c7dafc62aeff|scard_2f2df3249b8648ddbb533646dcbca4f1
hsk26-v00571,打扫,打扫,dǎsǎo,动,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0115|hsk3_sent_aug_dense_0185|hsk3_sent_aug_seed_190,hsk3_sent_aug_dense_0115|hsk3_sent_aug_dense_0185|hsk3_sent_aug_seed_190
hsk26-v00572,打算,打算,dǎsuàn,动、名,4,4,3,1,0,0,0,1,True,True,True,0,,hsk3_sent_aug_dense_0068|sent_17720102e9a14cb883a7ebbbd47300fd|sent_3347620d22f34e9184f05e75ce73a1cd|sent_71bbaa36b8ed42c88d8833bd79f213d5,hsk3_sent_aug_dense_0068|scard_a642598762e5497ab66146debccae15a|scard_e10c7bc9fac547d1865d689fb3f1f0ca|scard_fb2c6873e82341eb840d37af8fd0f681
hsk26-v00573,大概,大概,dàgài,形、副、（名）,2,2,1,1,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0033|sent_b444b5714459445d87f7c7d4029eff67,hsk3_sent_aug_dense_0033|scard_c934523ad18c4dd29c14b588c29b0865
hsk26-v00574,大人,大人,dàren,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0033|hsk3_sent_aug_seed_166,hsk3_sent_aug_dense_0033|hsk3_sent_aug_seed_166
hsk26-v00575,大小,大小,dàxiǎo,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0040|hsk3_sent_aug_dense_0142,hsk3_sent_aug_dense_0040|hsk3_sent_aug_dense_0142
hsk26-v00576,大熊猫,大熊猫,dàxióngmāo,名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_seed_166|hsk3_sent_aug_seed_300|hsk3_sent_en_zh_026,hsk3_sent_aug_seed_166|hsk3_sent_aug_seed_300|hsk3_sent_en_zh_026
hsk26-v00577,大衣,大衣,dàyī,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0001|hsk3_sent_aug_dense_0142,hsk3_sent_aug_dense_0001|hsk3_sent_aug_dense_0142
hsk26-v00578,带,带,dài,动、（名）,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_seed_192|hsk3_sent_zh_en_060|hsk3_sent_zh_en_068,hsk3_sent_aug_seed_192|hsk3_sent_zh_en_060|hsk3_sent_zh_en_068
hsk26-v00579,担心,担心,dānxīn,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_193|hsk3_sent_zh_en_020,hsk3_sent_aug_seed_193|hsk3_sent_zh_en_020
hsk26-v00580,蛋糕,蛋糕,dàngāo,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_seed_151|hsk3_sent_zh_en_016,hsk3_sent_aug_seed_151|hsk3_sent_zh_en_016
hsk26-v00581,当然,当然,dāngrán,副,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0041|hsk3_sent_aug_dense_0143|hsk3_sent_aug_seed_193,hsk3_sent_aug_dense_0041|hsk3_sent_aug_dense_0143|hsk3_sent_aug_seed_193
hsk26-v00582,到处,到处,dàochù,副,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0041|hsk3_sent_aug_dense_0143,hsk3_sent_aug_dense_0041|hsk3_sent_aug_dense_0143
hsk26-v00583,得,得,dé,动,3,3,3,0,0,0,0,0,True,True,True,0,,sent_22ecd0f0afd24f1bacd083dcfd648b3d|sent_626a55ce41424945bd6d2c94998a127f|sent_cd046cf8d9484813b677e9af5db5c098,scard_3bae6a52ebe24d378046b6905e48846d|scard_853f680734264da4abeb949018d8cbcd|scard_a1401e415bb84fe8bf67cb2eb77f8e1f
hsk26-v00584,得到,得到,dédào,动,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0049|hsk3_sent_aug_dense_0186,hsk3_sent_aug_dense_0049|hsk3_sent_aug_dense_0186
hsk26-v00585,得分,得分,défēn,动、名,3,3,0,3,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0049|hsk3_sent_aug_dense_0186|hsk3_sent_aug_seed_196,hsk3_sent_aug_dense_0049|hsk3_sent_aug_dense_0186|hsk3_sent_aug_seed_196
hsk26-v00586,的话,的话,dehuà,助,3,3,2,1,0,0,0,0,True,True,True,0,,hsk3_sent_aug_dense_0126|sent_809187bb221741e3b2d391e93d133a29|sent_ee41c77de7344293bc2524863ccdfad3,hsk3_sent_aug_dense_0126|scard_b2da7941b1d340a2aedfbd140c9edbc1|scard_ca13df4191684eda999fa84cb98f7aa0
hsk26-v00587,得,得,děi,动,3,3,3,0,0,0,0,0,True,True,True,0,,sent_0db934c7a5a249659bd1890874e549ce|sent_5ca747913724465b94f3a6baa1c595a3|sent_fde8a3a133a7422bb380055e6b14acf7,scard_9930ed760a144348aa1496ff5774829c|scard_a8672ffd72194a648f15ad57c6c514ac|scard_df15470e0fa346aca02476f2e080bac9
hsk26-v00588,灯,灯,dēng,名,2,2,0,2,0,0,1,0,True,True,False,0,,hsk3_sent_aug_dense_0206|hsk3_sent_aug_seed_198,hsk3_sent_aug_dense_0206|hsk3_sent_aug_seed_198
